date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:58:17	35532/35532	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-31aab863.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-31aab863.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:18	22796/22796	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-d22c99ac.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-d22c99ac.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:19	4340/4340	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-a74aaeab.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-a74aaeab.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:20	17628/17628	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-abb3ec17.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-abb3ec17.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:21	40688/40688	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-e9c93e18.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-e9c93e18.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:22	20408/20408	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-d5e63dc8.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-d5e63dc8.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:23	13040/13040	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-d3e32451.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-d3e32451.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:24	26428/26428	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:27%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-5d3c5f2c.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-5d3c5f2c.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:25	40128/40128	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:08:28%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-f1a1114d.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/roboto-f1a1114d.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1768205308)
21:58:26	32340/32340	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:52%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-56de4385.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-56de4385.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:27	21420/21420	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:52%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-fa7c06b8.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-fa7c06b8.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:28	2224/2224	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:52%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-ca82665f.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-ca82665f.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:29	14856/14856	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-cb40bc4b.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-cb40bc4b.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:30	9980/9980	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-429238b9.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-429238b9.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:31	21188/21188	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-ef584ac5.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-ef584ac5.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:32	34236/34236	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:53%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-c5e794db.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoslab-c5e794db.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1768205393)
21:58:33	23304/23304	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:55%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-bd791f6c.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-bd791f6c.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:34	9568/9568	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:55%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-e469a5d3.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-e469a5d3.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:35	23380/23380	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:55%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-2d6d99f2.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-2d6d99f2.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:36	38804/38804	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:55%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-d1436136.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-d1436136.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:37	21152/21152	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:57%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-638ff05b.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-638ff05b.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:38	9112/9112	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:57%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-b23708ec.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-b23708ec.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:39	21140/21140	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:57%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-ca741028.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-ca741028.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:40	38404/38404	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:57%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-61a96359.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/playfairdisplay-61a96359.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/playfairdisplay.css?ver=1768205397)
21:58:41	18008/18008	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:32%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-01206684.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-01206684.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:42	29388/29388	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:32%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-6828f10a.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-6828f10a.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:43	14580/14580	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:33%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-53146363.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-53146363.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:44	51804/51804	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:33%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-72e74db1.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-72e74db1.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:45	72952/72952	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:33%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-071a82fb.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-071a82fb.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:46	15696/15696	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:37%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-bae46605.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-bae46605.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:47	32040/32040	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:37%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-208c495c.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-208c495c.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:48	13176/13176	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:37%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-5707119a.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-5707119a.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:49	49848/49848	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:37%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-660f7fda.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-660f7fda.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:50	66104/66104	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:37%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-460039f3.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/robotoserif-460039f3.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/robotoserif.css?ver=1768205377)
21:58:51	15548/15548	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:59%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/sora-c07681a2.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/sora-c07681a2.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/sora.css?ver=1768205399)
21:58:52	33652/33652	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:59%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/sora-c7aee659.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/sora-c7aee659.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/sora.css?ver=1768205399)
21:58:53	11060/11060	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:59%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-beae0c5d.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-beae0c5d.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/dmseriftext.css?ver=1768205399)
21:58:54	24148/24148	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:59%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-312da66b.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-312da66b.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/dmseriftext.css?ver=1768205399)
21:58:55	11000/11000	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:59%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-40192bd7.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-40192bd7.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/dmseriftext.css?ver=1768205399)
21:58:56	24512/24512	---M--	200	added ('OK')	font/woff2	date:Mon,%2012%20Jan%202026%2008:09:59%20GMT	https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-820a1a6b.woff2	/Users/vagnerlauren/Documents/CLONES/jq/map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/fonts/dmseriftext-820a1a6b.woff2	(from https://map.jaquelinesalles.com.br/wp/wp-content/uploads/elementor/google-fonts/css/dmseriftext.css?ver=1768205399)
